race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
White,1579.02,5397.46,0,0.8145,0.63,0,0,580,1,0.9794,0.0,0.9345,1
White,2395.52,6219.24,1,0.8984,3.31,1,0,567,0,,,0.9335,1
White,1973.84,5831.76,1,0.5902,0.84,0,0,697,1,0.9623,0.0,0.9441,1
White,1945.4,6348.57,1,0.8583,1.56,0,0,637,1,0.9359,0.0,0.8257,1
White,3648.73,8525.58,1,0.8925,2.47,0,0,692,1,0.9325,0.0,,1
White,2629.86,7218.14,1,0.7344,2.37,1,0,684,0,,,0.8521,1
Asian,2163.69,5331.39,0,0.8736,2.37,0,0,663,1,0.941,1.0,,1
White,867.4,3450.58,1,0.7423,0.76,0,0,628,1,0.8304,3.0,0.9057,1
Other,1572.89,4215.03,1,0.5409,2.49,0,0,662,1,0.9937,1.0,,1
Other,1733.37,4815.25,1,0.8603,1.52,0,0,655,0,,,0.9382,1
White,2018.65,5680.16,1,0.6483,1.98,0,0,684,1,0.9443,0.0,0.9116,1
White,1242.94,4398.41,1,0.8228,1.91,0,0,636,1,0.9721,1.0,,1
White,1842.05,3747.74,1,0.9118,1.71,0,0,647,1,0.8984,1.0,0.8775,1
Black,1067.65,3430.78,1,0.8493,3.55,0,0,734,1,0.9631,0.0,,1
Asian,1471.94,2917.56,1,0.8455,3.25,0,0,715,1,0.9213,1.0,0.8958,1
Indigenous,2153.75,4789.5,1,0.747,9.19,0,0,650,0,,,0.9889,1
White,1067.69,3108.92,1,0.6864,4.54,1,0,585,1,0.9762,1.0,,1
Asian,1358.45,3663.7,0,0.8972,0.47,1,0,705,1,0.899,0.0,0.902,1
White,1338.51,4530.32,0,0.4728,1.83,1,0,599,0,,,0.9855,1
Asian,1421.45,3257.92,1,0.6028,4.31,0,0,654,1,0.9002,0.0,0.8943,1
White,2172.73,5939.18,0,0.7753,1.68,0,0,681,1,0.928,0.0,0.9921,1
Asian,2222.55,6737.82,0,0.8036,1.43,0,0,710,1,0.9605,3.0,,1
Black,1251.08,4290.31,1,0.8682,0.74,0,0,636,0,,,0.9631,1
White,1850.04,4462.46,1,0.7324,0.67,0,0,703,1,0.9318,0.0,0.9503,1
Asian,1845.64,6276.16,1,0.8525,3.07,0,0,585,0,,,0.9512,1
White,1137.79,4050.18,1,0.7894,2.01,0,0,675,1,0.8702,0.0,,1
Asian,1318.22,3953.9,0,0.8403,0.24,0,0,715,1,0.9728,1.0,0.8995,1
White,2752.7,7904.51,1,0.9365,3.71,0,0,662,1,0.9089,0.0,0.9107,1
Other,3019.46,7086.02,1,0.4237,4.04,0,0,640,0,,,0.8599,1
White,2693.85,6418.61,1,0.5623,1.58,0,0,746,1,0.9984,0.0,0.9048,1
Other,2263.77,7189.59,0,0.9242,1.86,0,0,644,1,0.9153,2.0,,1
Indigenous,864.39,2602.86,1,0.6248,4.63,0,0,661,0,,,0.8361,1
Asian,3390.6,8352.0,1,0.438,1.54,0,0,664,1,0.9833,0.0,,1
Indigenous,2035.78,5964.83,1,0.5051,0.39,0,0,643,0,,,,1
Indigenous,2208.83,7407.05,1,0.8552,3.09,0,0,608,0,,,,1
Other,1953.38,5954.61,1,0.6452,3.95,0,0,610,1,0.9511,2.0,0.9528,1
White,2028.96,5289.81,1,0.7444,2.07,0,0,628,0,,,0.9148,1
Asian,2118.33,4722.32,1,0.7615,0.84,0,0,687,0,,,0.9591,1
White,2266.72,5913.03,1,0.722,4.3,0,0,683,1,0.9456,1.0,0.951,1
Asian,1262.6,4662.48,1,0.7649,1.37,0,0,672,0,,,0.8747,1
White,2891.87,7045.68,1,0.8426,0.97,1,0,640,1,0.9741,1.0,0.9833,1
Asian,1161.51,2984.4,1,0.9356,2.05,0,0,719,0,,,0.9747,1
Asian,1951.33,4302.12,1,0.9031,1.57,0,0,710,1,0.9589,1.0,,1
White,3773.58,10637.09,1,0.8512,2.91,1,0,611,0,,,0.966,1
White,1154.47,4176.74,1,0.9251,6.76,0,0,629,0,,,,1
Indigenous,1499.19,4783.25,1,0.8172,0.92,0,0,591,0,,,,1
Indigenous,1185.85,3818.11,1,0.8319,3.23,1,0,620,1,0.9174,0.0,0.9394,1
White,1899.45,5848.61,1,0.5542,1.52,1,0,679,1,0.8605,0.0,,1
Asian,1589.77,4018.73,1,0.532,2.9,0,0,566,0,,,0.9493,1
Other,2160.17,4872.93,1,0.8807,2.11,0,0,649,0,,,,1
White,2684.11,6998.96,0,0.478,1.32,0,0,657,1,0.941,0.0,0.9275,0
White,1532.88,4071.83,1,0.6779,3.29,0,0,680,1,0.8906,1.0,0.8956,1
White,1913.57,6852.9,1,0.7218,1.42,1,0,649,0,,,0.9822,1
Asian,2288.74,6934.01,0,0.8032,0.99,1,0,544,1,0.7193,4.0,,1
White,2695.28,7522.46,1,0.6489,3.15,0,0,649,1,0.9191,2.0,0.8469,1
Indigenous,1655.69,5462.18,0,0.8158,0.98,0,0,683,1,0.9209,0.0,0.9083,1
Asian,5000.0,16169.06,1,0.9377,3.06,0,0,647,0,,,0.9697,1
White,3540.83,7521.35,1,0.9552,1.95,0,0,676,1,0.9296,0.0,,1
Black,1626.74,5826.2,0,0.7339,2.04,1,0,679,1,0.8219,2.0,0.9012,1
Indigenous,1427.35,3827.01,1,0.6539,0.89,0,0,683,0,,,0.8093,1
White,1938.8,5026.32,0,0.6464,2.11,1,0,618,1,0.8741,1.0,0.9625,1
White,2481.13,8566.62,1,0.6693,1.35,0,0,630,1,0.9703,1.0,0.9446,1
White,3738.92,9459.27,1,0.7293,4.76,0,0,599,0,,,0.9451,1
White,2660.44,8723.96,1,0.6815,0.66,1,0,665,1,0.9869,2.0,0.9035,1
White,1725.66,6844.71,1,0.8457,3.79,0,0,676,1,0.9271,1.0,,1
Other,1456.4,3350.73,1,0.761,3.99,0,0,708,0,,,0.9419,1
White,2282.32,6166.71,0,0.6214,2.56,0,0,613,0,,,0.9461,1
White,991.62,3367.49,1,0.8981,4.6,0,0,662,1,0.8938,1.0,0.952,1
Asian,1130.87,3089.61,0,0.4637,1.58,1,0,668,1,0.9161,0.0,,1
Asian,2491.23,5654.01,1,0.8495,1.74,1,0,691,1,0.9518,1.0,,1
Other,2249.97,6244.98,1,0.2996,2.68,0,0,642,0,,,0.9222,1
Indigenous,3267.34,7133.78,1,0.5971,1.62,0,0,615,0,,,0.899,1
White,2816.45,6188.27,1,0.8355,0.28,0,0,670,1,0.8655,0.0,0.9045,1
White,1925.4,6263.34,1,0.6732,0.67,1,0,705,0,,,0.9602,1
Other,1637.02,3684.11,0,0.9323,0.73,0,0,643,0,,,,1
Asian,2141.29,5012.41,0,0.8018,3.18,0,0,741,1,0.9416,0.0,0.9663,1
Other,1457.4,3068.44,1,0.7289,1.86,0,0,671,1,0.906,0.0,0.8564,1
White,840.42,2579.2,1,0.8794,3.01,1,0,731,1,0.9719,0.0,,1
Black,1732.27,6738.81,1,0.4991,3.33,0,0,626,1,0.7798,0.0,0.7878,1
Asian,1057.28,3995.09,1,0.9795,1.6,0,0,682,1,0.9516,2.0,,1
White,2572.85,7057.09,1,0.8282,2.29,1,0,716,1,0.9114,0.0,,1
Asian,3182.26,7664.35,1,0.5144,0.65,0,0,674,1,0.9058,3.0,,0
Asian,1823.33,4186.64,1,0.8277,1.17,0,0,707,0,,,0.999,1
White,2565.42,6393.41,1,0.7807,1.55,0,0,780,1,0.9365,0.0,0.8775,1
White,1084.37,4125.77,0,0.7408,1.9,0,0,593,0,,,0.9433,1
Indigenous,713.37,2725.36,1,0.507,0.55,1,0,605,0,,,0.9381,1
White,2248.43,5429.34,0,0.4702,1.56,0,0,604,1,0.8575,1.0,,1
White,1554.88,4409.9,1,0.5997,0.99,0,0,737,1,0.9737,2.0,,1
White,1945.1,4457.68,1,0.6421,6.35,0,0,630,1,0.8468,1.0,0.9065,1
White,3080.74,10381.53,1,0.753,1.98,0,0,666,1,0.9237,0.0,0.9403,1
Other,1057.99,3048.38,0,0.7356,3.0,0,0,697,1,0.9228,0.0,,1
Indigenous,2681.89,5945.67,1,0.8942,3.0,0,1,640,1,0.844,2.0,0.8958,0
White,1154.31,3671.04,1,0.6941,2.09,0,0,692,1,0.9725,1.0,,1
Other,2018.54,7145.98,1,0.8052,2.48,0,0,624,0,,,0.8896,1
Black,2154.67,5772.52,1,0.6109,2.33,0,0,726,1,0.9113,0.0,0.9643,1
White,2357.64,5938.34,1,0.774,2.33,0,0,630,1,0.9245,1.0,0.9381,1
Black,1713.25,3735.74,1,0.7402,4.33,0,0,641,0,,,,1
White,1703.18,3977.7,0,0.5309,1.93,0,0,690,1,0.9801,1.0,0.9663,1
Other,2976.68,7193.63,0,0.659,0.96,0,0,668,0,,,,1
Asian,2591.08,9664.29,1,0.8719,3.07,0,1,691,1,0.9636,1.0,0.8573,1
Asian,2320.38,6151.93,1,0.8762,0.8,0,0,634,0,,,0.9872,1
White,1542.77,3798.33,0,0.6693,1.72,0,0,636,1,0.8879,1.0,0.985,1
Black,2189.09,5854.95,1,0.58,1.31,0,0,735,1,0.9469,1.0,,1
White,5000.0,12161.48,0,0.8286,1.6,0,0,627,1,0.8968,0.0,,1
White,2043.96,5389.79,1,0.6811,2.62,0,0,687,1,0.8739,1.0,0.8403,1
White,2380.65,8673.76,1,0.8961,2.47,0,0,602,0,,,0.9634,1
Indigenous,1331.96,4013.02,1,0.7292,1.61,1,0,697,1,0.9341,0.0,0.9436,1
White,1836.18,5123.96,1,0.616,1.19,0,0,724,1,0.9805,0.0,0.9576,1
Other,1845.13,6459.21,1,0.7168,3.42,0,0,628,1,0.9076,0.0,,1
Asian,2203.34,5975.83,0,0.7185,2.72,0,0,698,1,0.9043,0.0,,0
White,1410.1,3976.58,1,0.8325,0.54,0,0,632,1,0.9053,2.0,,1
White,1027.42,3917.01,1,0.3958,0.61,0,1,564,0,,,0.9172,1
White,2512.91,7348.96,1,0.8417,1.3,1,0,689,1,0.9334,2.0,0.9232,1
Asian,3134.93,7890.83,1,0.7999,0.37,0,0,634,1,0.8879,0.0,0.8645,1
Indigenous,3764.63,8827.83,1,0.8923,0.69,1,0,640,1,0.8568,0.0,0.9407,1
White,3543.72,9777.02,1,0.3084,2.13,0,0,619,1,0.9361,1.0,,1
Black,2390.69,5450.87,1,0.8261,2.46,0,0,667,1,0.9854,0.0,0.9493,1
White,2048.41,4663.37,1,0.7658,1.69,0,0,724,1,0.9533,1.0,0.9403,1
Indigenous,2673.55,8343.69,1,0.6742,1.69,0,0,704,1,0.8485,2.0,0.9286,1
Other,1811.98,6674.09,1,0.81,1.33,0,0,649,1,0.9693,1.0,,1
Indigenous,1642.35,3686.95,1,0.7674,1.1,0,0,638,0,,,,0
Asian,1260.72,3621.49,0,0.7707,2.95,1,0,698,1,0.9725,0.0,,1
Black,2815.99,6177.01,0,0.8891,3.1,0,1,654,1,0.9822,0.0,0.9046,1
White,1897.46,4887.17,0,0.637,1.64,0,0,689,1,0.9173,1.0,0.8899,1
White,1474.91,5152.12,0,0.7761,0.71,1,0,705,1,0.9114,2.0,,1
White,2733.95,7568.88,1,0.966,1.11,1,0,622,1,0.9064,1.0,0.9579,1
White,2645.1,6782.34,1,0.7985,1.76,0,0,675,1,0.7817,2.0,0.9284,1
Asian,3879.92,8282.25,1,0.7447,1.64,0,0,633,1,0.9116,0.0,0.9735,1
Asian,964.58,2644.87,1,0.8985,2.76,1,0,634,0,,,0.941,1
Black,2503.84,5682.25,0,0.8063,1.06,0,0,765,1,0.9649,1.0,0.9577,1
White,1608.91,6631.29,1,0.8962,2.54,0,0,710,0,,,0.9768,1
Asian,1256.34,3047.6,1,0.7978,1.8,0,0,611,1,0.8789,1.0,0.9232,1
White,1837.36,4134.83,1,0.6139,6.19,1,0,717,1,0.9653,0.0,0.9545,1
White,1500.68,3874.78,0,0.8004,1.73,1,0,621,1,0.9651,2.0,0.8514,1
Asian,1466.21,5239.64,1,0.8954,1.15,1,0,690,1,0.938,1.0,,1
Other,3871.51,9192.68,1,0.8025,4.2,0,0,672,1,0.9604,0.0,,1
Asian,4532.25,10554.63,1,0.7878,1.64,0,0,700,1,0.9699,1.0,0.9363,1
White,1327.69,3910.47,1,0.7703,2.46,0,0,656,0,,,,1
Asian,2349.26,6252.33,1,0.7939,0.42,1,0,669,1,0.9304,2.0,0.973,1
White,2580.81,6323.28,1,0.8718,3.61,1,0,683,1,0.9745,0.0,0.9563,1
Black,1650.28,5955.57,1,0.7192,1.11,0,0,760,1,0.9352,0.0,,1
Asian,2471.25,5979.29,1,0.6527,0.78,0,0,627,1,0.7671,0.0,0.9808,1
White,1804.81,5783.27,1,0.9477,3.19,0,0,639,1,0.8948,1.0,0.8169,1
White,2964.55,9386.83,0,0.8346,1.02,0,0,700,0,,,0.9021,1
White,3031.22,7648.59,1,0.9456,0.91,0,0,653,1,0.9754,0.0,0.8652,1
Other,1095.74,3588.04,1,0.5807,0.69,1,0,711,1,0.9531,1.0,0.8804,1
White,3186.71,6869.98,1,0.738,1.3,0,0,632,1,0.8981,3.0,0.8912,1
Indigenous,2656.3,7106.35,0,0.791,1.02,0,0,615,0,,,0.8703,0
Asian,1949.04,5806.03,1,0.6784,2.93,1,0,685,0,,,0.9419,1
Asian,2714.2,7726.51,1,0.7021,1.08,0,0,678,1,0.8702,0.0,0.9796,1
White,1897.08,5553.81,0,0.984,1.24,1,1,652,1,0.8378,1.0,0.8951,0
Other,2336.86,5577.96,1,0.8627,1.16,0,0,652,0,,,0.8922,1
White,2070.88,5425.41,1,0.8627,2.61,0,0,669,0,,,0.924,1
Asian,1059.99,2565.81,1,0.8231,3.1,0,0,642,1,0.9888,0.0,,1
Asian,1670.43,5055.71,1,0.8036,1.78,0,1,661,1,0.806,3.0,0.7812,1
Asian,1577.38,4115.54,0,0.8106,1.72,1,0,603,1,0.8995,1.0,0.8802,1
Other,923.39,3432.89,1,0.6091,1.95,0,0,616,1,0.8121,0.0,,1
White,3522.72,8589.71,0,0.9756,2.06,0,0,706,1,0.9278,0.0,0.9355,1
White,2063.18,6203.61,0,0.9489,2.76,0,0,717,1,0.9348,0.0,,1
White,2075.28,5145.99,1,0.8505,2.65,1,0,652,1,0.8902,0.0,,1
White,1313.37,4267.28,1,0.8398,0.06,0,0,697,1,0.8711,0.0,0.9312,1
White,2040.16,5767.96,1,0.5912,0.86,0,0,662,1,0.9472,1.0,0.9672,1
White,2890.42,7357.07,0,0.7623,0.3,0,0,627,1,0.9492,0.0,0.9874,1
White,1315.39,3893.16,1,0.7471,2.16,0,0,659,1,0.9804,1.0,,1
White,2260.66,5191.22,1,0.8319,0.66,0,0,603,1,0.892,2.0,0.7635,1
White,2065.78,7046.15,0,0.5571,2.42,0,0,645,0,,,,1
Asian,885.77,2640.74,1,0.8709,2.05,0,0,683,1,0.8997,0.0,0.816,1
Asian,1420.64,5096.27,0,0.8289,1.72,0,0,692,1,0.9616,1.0,,1
White,2093.9,4474.55,1,0.7287,1.49,0,0,598,0,,,0.8707,1
White,1922.24,4962.05,1,0.9387,3.05,0,0,677,1,0.8935,1.0,,1
White,1333.65,4362.69,1,0.7292,2.54,1,0,665,0,,,0.8721,1
Asian,2192.6,5456.61,1,0.8114,0.8,0,0,692,0,,,0.9421,1
White,3544.31,10195.31,1,0.9331,2.1,1,0,673,1,0.9871,0.0,,1
White,1376.33,4642.65,1,0.6291,1.9,0,0,608,0,,,0.9777,1
White,2059.8,5758.96,1,0.9365,3.67,0,0,617,0,,,0.978,1
White,2903.16,10452.28,0,0.8449,4.01,0,0,687,1,0.9762,1.0,,1
White,2093.18,4289.43,1,0.8712,1.82,1,0,644,1,0.8191,1.0,0.9446,1
Asian,3985.86,9813.85,1,0.9754,5.92,0,0,681,1,0.964,0.0,0.8812,1
Asian,2008.46,5209.7,1,0.9373,1.03,0,0,668,1,0.9676,0.0,0.9938,1
Asian,4357.8,9701.91,1,0.9729,0.52,1,0,713,1,0.9834,0.0,,1
Asian,2979.95,6761.39,1,0.6288,4.28,0,0,661,1,0.8927,3.0,,1
Asian,2033.41,5790.08,1,0.808,0.92,1,0,653,1,0.8968,1.0,,1
White,1412.31,5081.91,1,0.9373,0.54,0,0,748,1,0.9578,2.0,0.9049,1
Indigenous,1473.54,4179.72,1,0.6916,0.98,1,1,598,0,,,0.9352,1
White,2360.58,5339.79,1,0.7477,1.23,0,0,645,1,0.8574,0.0,0.975,1
White,2955.47,7118.77,0,0.9706,0.33,0,0,591,1,0.8699,4.0,,1
Asian,2208.36,5176.19,1,0.6803,1.43,0,0,656,1,0.9892,1.0,,0
White,1507.55,4654.53,0,0.8861,1.14,1,0,653,1,0.9383,2.0,,1
White,1596.55,4763.03,1,0.8109,1.87,0,0,666,1,0.8607,1.0,,1
Asian,3120.82,7359.75,0,0.8008,0.18,0,0,648,1,0.8716,2.0,0.9774,1
Black,2329.65,7984.2,0,0.7181,1.52,0,0,784,1,0.9579,0.0,0.9709,1
Other,1581.18,4117.13,1,0.7361,6.6,0,0,605,1,0.8937,1.0,0.9644,1
White,1391.47,4115.06,1,0.8255,3.31,0,0,675,1,0.9665,0.0,0.9067,1
White,1916.45,5938.37,1,0.608,0.59,0,0,667,0,,,0.9926,1
Indigenous,3514.51,8875.5,1,0.8143,1.03,1,0,584,1,0.9847,1.0,,1
White,3534.97,7766.0,1,0.7885,1.27,0,0,715,1,0.9729,0.0,0.9375,1
Black,1483.06,3355.2,1,0.744,4.19,1,0,694,0,,,,1
White,1840.05,4740.92,1,0.4839,1.45,1,0,624,1,0.8209,2.0,,1
White,1216.33,3754.47,0,0.9364,1.29,0,0,648,1,0.9424,1.0,0.8855,1
White,2070.08,4735.22,1,0.6833,0.66,1,0,643,1,0.9332,2.0,0.962,1
Black,3374.04,9117.56,1,0.8063,1.3,0,0,657,0,,,0.9124,1
White,1067.8,3160.56,1,0.8422,1.42,0,0,617,1,0.7555,3.0,,1
White,976.24,2950.74,0,0.9048,1.99,0,0,666,0,,,0.8186,1
White,1199.12,3890.99,1,0.8228,0.94,0,0,648,1,0.963,1.0,,1
White,1625.84,5750.1,1,0.7563,0.67,0,0,693,1,0.8889,1.0,0.9128,1
White,2766.61,6461.9,1,0.7981,0.66,0,1,679,1,0.991,1.0,0.854,1
Asian,2310.66,6060.34,1,0.4215,3.37,0,0,766,1,0.9153,0.0,0.947,1
White,2349.23,7847.14,1,0.9184,3.72,1,0,650,1,0.9975,1.0,,1
Indigenous,1066.0,2805.49,0,0.926,3.4,1,0,694,0,,,0.9228,1
Black,3559.46,7881.96,1,0.7663,1.31,0,0,620,1,0.906,3.0,,0
White,1663.03,4661.91,1,0.9495,3.29,0,0,641,1,0.9545,0.0,,1
White,2590.22,6717.27,1,0.7951,2.99,1,0,644,0,,,,1
Asian,1124.02,3272.19,1,0.9863,2.37,1,0,627,1,0.9695,2.0,0.9567,1
White,2224.54,5209.03,0,0.8281,1.39,1,0,658,0,,,,1
White,2555.11,5648.29,1,0.9622,2.37,0,0,680,0,,,0.8283,1
Other,3018.75,7792.58,1,0.7422,0.6,0,0,628,0,,,0.9613,1
Other,677.15,2985.66,1,0.6853,3.08,1,0,632,1,0.8882,1.0,0.8565,1
Indigenous,2149.69,5256.27,1,0.8923,0.25,0,0,679,0,,,0.9773,1
White,1589.95,3556.68,0,0.5347,1.4,0,0,609,0,,,0.9593,0
Asian,2557.38,6206.41,1,0.7822,1.59,0,0,625,1,0.9262,0.0,,1
Asian,3030.88,6825.63,0,0.9858,1.34,0,0,683,1,0.8937,2.0,0.7551,1
White,3089.83,8159.38,1,0.5466,3.12,1,0,677,1,0.885,0.0,0.9207,1
Asian,1358.71,4311.98,0,0.8683,0.61,0,0,685,1,0.9603,0.0,,1
White,2550.45,7193.57,0,0.7207,0.83,0,0,659,1,0.9815,0.0,0.965,1
White,3484.96,8372.68,1,0.5296,1.88,0,0,681,1,0.8734,1.0,0.939,1
White,874.6,2925.67,1,0.9174,0.47,0,0,688,1,0.9841,3.0,,1
White,2116.24,6442.9,0,0.8285,1.27,0,0,594,1,0.8518,0.0,0.9217,1
White,2799.5,7272.77,1,0.6363,4.43,1,0,746,0,,,0.9423,1
Black,1447.25,4749.81,1,0.978,3.06,0,0,596,0,,,0.9153,1
Other,1585.68,3403.78,0,0.8872,4.93,0,0,658,1,0.9833,1.0,0.9103,0
Asian,2065.47,7233.28,0,0.7237,1.75,0,0,625,1,0.8914,3.0,0.9405,1
Black,1071.32,3417.23,1,0.7686,3.21,0,0,575,0,,,,1
Other,1518.79,4885.32,0,0.667,3.33,0,0,635,1,0.9701,2.0,0.9393,1
White,2073.92,5127.48,1,0.4617,0.48,1,0,624,0,,,0.8781,1
White,2688.32,6679.86,1,0.6356,1.09,1,0,632,1,0.9091,3.0,0.9797,1
White,1527.3,4175.93,1,0.5771,1.34,0,0,626,1,0.9034,2.0,,0
White,1339.7,4092.08,0,0.38,6.69,0,0,693,1,0.8517,1.0,0.9434,1
Indigenous,1505.56,5383.18,1,0.5464,3.76,1,0,656,0,,,0.9834,1
White,2695.21,7395.67,1,0.7806,0.73,0,0,713,1,0.9349,0.0,,1
White,5000.0,11579.85,0,0.4836,4.74,0,0,663,1,0.9528,1.0,,1
White,1253.9,3068.04,1,0.3655,1.25,0,0,681,1,0.9204,2.0,0.9362,1
White,1849.29,5806.79,1,0.5758,2.6,0,0,661,1,0.812,0.0,0.9599,1
Other,1424.55,3555.06,1,0.5224,1.41,0,0,683,1,0.9153,2.0,0.8814,1
White,2435.41,7427.9,1,0.6872,0.27,0,0,619,1,0.9125,2.0,0.8553,1
White,995.12,3744.05,1,0.8634,4.78,0,0,661,1,0.8357,4.0,0.8892,1
White,1261.92,4106.34,0,0.8068,3.44,0,0,674,1,0.8744,0.0,0.8324,1
White,1071.49,4230.9,1,0.7721,1.52,0,0,646,0,,,0.9436,1
Asian,1374.29,5063.15,1,0.768,2.35,1,0,730,1,0.9823,1.0,,1
White,2428.32,5822.78,1,0.9715,1.09,0,0,672,1,0.9842,1.0,,1
White,1880.56,6159.24,0,0.8269,0.98,0,0,632,0,,,,1
White,2306.06,5189.51,1,0.8442,3.43,0,0,715,1,0.9683,2.0,,1
Black,1513.43,3264.79,1,0.6872,3.12,0,0,631,0,,,0.8835,1
Asian,2428.76,6708.56,1,0.7224,5.72,0,0,675,1,0.9391,0.0,0.9486,1
Asian,1790.14,5104.5,1,0.8552,3.19,0,0,570,1,0.8536,4.0,0.948,1
Asian,3217.81,7808.91,1,0.8173,2.3,1,0,643,1,0.9519,1.0,,1
Indigenous,1126.01,4059.05,1,0.7381,3.25,0,0,689,1,0.9016,2.0,0.9732,1
White,1058.45,2967.92,1,0.6428,2.5,0,0,668,1,0.8824,1.0,,1
White,1856.87,5138.44,1,0.7044,2.65,0,0,630,1,0.9204,1.0,0.9321,1
White,3321.44,8184.5,0,0.8074,3.0,0,0,624,0,,,0.7919,1
White,2068.09,5501.32,0,0.8076,3.39,0,0,647,1,0.9734,1.0,,1
Black,2038.56,4849.01,1,0.8668,1.69,1,0,658,0,,,0.9476,1
White,1599.42,3834.49,1,0.9712,0.22,0,0,698,1,0.985,1.0,0.9472,1
Indigenous,3478.62,9620.31,0,0.7718,1.76,0,0,624,0,,,,1
Black,1691.78,3626.61,1,0.5332,0.83,0,0,608,0,,,0.9558,1
White,1747.8,4034.05,0,0.5696,3.95,0,0,586,0,,,0.9856,1
Other,2423.44,6348.2,1,0.6177,4.53,1,0,696,0,,,0.9446,1
Asian,1379.66,2715.7,1,0.8118,0.88,0,0,677,1,0.9614,0.0,0.9452,1
Black,3659.6,8123.53,1,0.753,1.39,0,0,689,1,0.9285,1.0,0.9138,1
White,2198.21,6469.68,0,0.8878,1.63,1,0,657,1,0.9932,0.0,,1
White,1952.86,7123.43,1,0.8262,0.94,0,0,632,0,,,0.9852,1
White,2074.23,6321.77,1,0.5832,2.5,0,0,604,0,,,0.9212,1
White,2073.73,4914.87,1,0.7987,0.63,1,0,672,1,0.8852,2.0,,1
White,1078.12,3584.28,0,0.883,2.16,0,0,686,1,0.8821,1.0,0.8336,1
Other,1585.98,4951.21,0,0.5277,3.09,0,0,720,1,0.9825,0.0,0.932,1
Asian,1638.43,3696.28,0,0.4862,2.7,0,0,657,1,0.9517,0.0,0.9168,1
White,2590.73,6164.54,1,0.5421,2.56,0,0,688,1,0.9514,0.0,0.8744,1
White,2722.24,6896.62,0,0.6381,1.04,0,0,602,0,,,,1
White,3557.69,8719.32,1,0.6295,4.39,1,0,665,1,0.8895,1.0,,1
White,1729.1,5922.61,1,0.804,3.7,0,0,696,1,0.8785,0.0,0.9385,1
Other,1942.85,7186.9,1,0.8646,1.37,1,0,665,1,0.9225,0.0,0.9648,1
White,2153.12,4686.37,1,0.6112,2.9,0,0,687,1,0.9847,0.0,0.9349,1
White,1257.48,4398.49,1,0.6287,1.21,0,0,629,1,0.8978,1.0,0.9631,1
Asian,2113.49,6137.66,1,0.4418,2.93,0,0,616,0,,,0.9402,1
White,2074.86,4542.12,0,0.5602,0.66,0,0,616,0,,,0.9402,1
White,2006.7,5713.74,0,0.8329,3.53,0,0,620,0,,,0.8731,0
Asian,1499.38,3586.73,1,0.7348,1.26,0,0,690,1,0.8706,1.0,0.8938,1
Asian,1403.88,3819.38,0,0.8309,0.87,1,0,645,1,0.9328,1.0,0.9853,1
Other,2799.92,6495.12,1,0.8654,0.76,0,0,644,0,,,0.9297,1
Asian,2323.33,7092.23,1,0.6366,2.24,0,0,671,1,0.8503,2.0,0.8683,0
White,1635.86,3682.82,1,0.6615,0.36,1,0,670,1,0.838,0.0,0.9136,1
Indigenous,2001.53,6575.65,1,0.7983,2.71,0,0,735,0,,,0.9676,1
Other,1635.08,4315.45,1,0.8188,1.58,0,0,695,1,0.8906,0.0,0.9759,1
Asian,1634.05,5230.13,1,0.6507,3.11,0,0,634,0,,,0.9813,1
Other,3020.46,8538.53,0,0.7234,0.29,1,0,626,1,0.9578,1.0,0.8829,1
Indigenous,2759.85,6898.33,1,0.9805,1.94,0,0,675,1,0.8109,2.0,,1
Black,1715.82,6870.34,0,0.5865,1.55,0,0,629,0,,,0.9383,1
White,3982.35,10142.51,0,0.9424,0.95,0,0,657,1,0.995,1.0,,1
Asian,1131.46,4064.54,1,0.8821,0.81,0,0,595,1,0.8762,4.0,,1
White,907.7,3682.54,1,0.7523,2.84,0,0,653,1,0.9875,0.0,0.9421,1
Asian,938.18,4038.67,1,0.7385,0.67,0,0,678,1,0.9584,0.0,0.9084,1
Asian,1509.33,4756.84,1,0.9713,1.85,1,0,641,1,0.9261,2.0,0.9357,1
Other,1012.83,2280.89,1,0.9012,0.51,1,0,677,1,0.9758,2.0,0.9628,1
Other,2206.98,4835.86,1,0.7748,0.41,0,0,739,1,0.939,2.0,,1
White,1876.48,4297.61,1,0.9269,1.76,0,0,684,1,0.9376,0.0,0.9639,1
Asian,2522.65,6841.28,1,0.7497,2.13,0,0,706,0,,,0.9361,1
Asian,2519.55,5882.64,1,0.5983,0.96,0,0,663,1,0.9051,0.0,,1
White,1771.11,4214.01,1,0.7537,2.56,0,0,680,1,0.9674,0.0,0.9556,1
White,2395.13,6392.62,1,0.8069,3.7,0,0,609,1,0.9768,0.0,,1
White,1741.8,6697.94,0,0.7766,2.91,1,0,706,1,0.9012,1.0,,1
Indigenous,1567.91,3973.58,1,0.9611,1.76,0,0,661,1,0.9828,0.0,0.9244,1
White,2097.83,4375.85,1,0.8945,3.54,0,0,719,1,0.9819,0.0,0.9254,1
Other,833.39,2386.39,1,0.9382,1.99,0,0,564,1,0.8399,1.0,,1
